security_id,seed_key,historical_ticker,pit_start,pit_end,pit_intervals,identity_status,market_data_status,vendor_symbol,price_start,price_end,coverage_days,expected_days,coverage_ratio,quality_status,reason,confidence,rebalance_encountered,local_listing_csv,notes
,,KMI,2012-05-25,,2012-05-25→open,UNRESOLVED,available,KMI,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,KMX,2010-06-28,2025-10-31,2010-06-28→2025-10-31,UNRESOLVED,available,KMX,2013-07-08,2025-12-31,3956,3956,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,KO,1996-01-02,,1996-01-02→open,UNRESOLVED,available,KO,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,capri-holdings,KORS,2013-11-13,2018-09-19,2013-11-13→2018-09-19,RESOLVED,available_other_ticker,CPRI,2013-07-08,2025-12-31,1357,1357,1.0000,valid,G_data_under_other_ticker,high,true,false,Vendor series stored as CPRI.
,,KR,1996-01-02,,1996-01-02→open,UNRESOLVED,available,KR,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,KRFT,2012-10-02,2015-07-06,2012-10-02→2015-07-06,UNRESOLVED,missing,KRFT,,,0,186,0.0000,not_applicable,D_unresolved_identity,low,false,false,No Security Master row and no local CSV under the PIT ticker.
,,KSS,1998-08-14,2020-09-21,1998-08-14→2020-09-21,UNRESOLVED,available,KSS,2013-07-08,2025-12-31,2090,2090,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,KSU,2013-05-24,2021-12-14,2013-05-24→2021-12-14,UNRESOLVED,missing,KSU,,,0,2539,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,KVUE,2023-08-25,,2023-08-25→open,UNRESOLVED,available,KVUE,2023-05-04,2025-12-31,860,860,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,L,1996-01-02,,1996-01-02→open,UNRESOLVED,available,L,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LB,1996-01-02,2021-08-03,1996-01-02→2021-08-03,UNRESOLVED,missing,LB,2024-06-28,2025-12-31,0,2406,0.0000,not_applicable,D_unresolved_identity,low,true,true,No valid prices overlapping the PIT membership interval.
,,LDOS,2019-08-09,,2019-08-09→open,UNRESOLVED,available,LDOS,2013-07-08,2025-12-31,2337,2337,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LEG,1999-10-18,2021-12-20,1999-10-18→2021-12-20,UNRESOLVED,available,LEG,2013-07-08,2025-12-31,2545,2545,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LEN,2005-10-04,,2005-10-04→open,UNRESOLVED,available,LEN,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LH,2004-11-01,,2004-11-01→open,UNRESOLVED,available,LH,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,l3harris,LHX,2019-06-01,,2019-06-01→open,RESOLVED,available,LHX,2013-07-08,2025-12-31,2406,2406,1.0000,valid,,high,true,true,Local prices cover the PIT membership interval in this window.
,,LII,2024-12-23,,2024-12-23→open,UNRESOLVED,available,LII,2013-07-08,2025-12-31,374,374,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LIN,2018-11-06,,2018-11-06→open,UNRESOLVED,available,LIN,2013-07-08,2025-12-31,2613,2613,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LKQ,2016-05-23,2025-12-22,2016-05-23→2025-12-22,UNRESOLVED,available,LKQ,2013-07-08,2025-12-31,3500,3500,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LLL,2004-12-01,2019-07-01,2004-12-01→2019-07-01,UNRESOLVED,missing,LLL,,,0,1642,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,LLTC,2000-04-03,2017-03-13,2000-04-03→2017-03-13,UNRESOLVED,missing,LLTC,,,0,802,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,LLY,1996-01-02,,1996-01-02→open,UNRESOLVED,available,LLY,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LM,2006-04-24,2016-12-02,2006-04-24→2016-12-02,UNRESOLVED,missing,LM,,,0,701,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,LMT,1996-01-02,,1996-01-02→open,UNRESOLVED,available,LMT,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LNC,1996-01-02,2023-09-18,1996-01-02→2023-09-18,UNRESOLVED,available,LNC,2013-07-08,2025-12-31,3182,3182,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LNT,2016-07-01,,2016-07-01→open,UNRESOLVED,available,LNT,2013-07-08,2025-12-31,3471,3471,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LO,2008-06-11,2015-06-12,2008-06-11→2015-06-12,UNRESOLVED,missing,LO,,,0,162,0.0000,not_applicable,D_unresolved_identity,low,false,false,No Security Master row and no local CSV under the PIT ticker.
,,LOW,1996-01-02,,1996-01-02→open,UNRESOLVED,available,LOW,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LRCX,2012-06-05,,2012-06-05→open,UNRESOLVED,available,LRCX,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LULU,2023-10-18,,2023-10-18→open,UNRESOLVED,available,LULU,2013-07-08,2025-12-31,806,806,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,lumen-technologies,LUMN,2020-09-18,2023-03-20,2020-09-18→2023-03-20,RESOLVED,available,LUMN,2013-07-08,2025-12-31,913,913,1.0000,valid,,high,true,true,Local prices cover the PIT membership interval in this window.
,,LUV,1996-01-02,,1996-01-02→open,UNRESOLVED,available,LUV,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LVLT,2014-11-05,2017-10-13,2014-11-05→2017-10-13,UNRESOLVED,missing,LVLT,,,0,1016,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,LVS,2019-10-03,,2019-10-03→open,UNRESOLVED,available,LVS,2013-07-08,2025-12-31,2282,2282,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LW,2018-12-03,2026-03-23,2018-12-03→2026-03-23,UNRESOLVED,available,LW,2016-11-10,2025-12-31,2586,2586,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LYB,2012-09-05,,2012-09-05→open,UNRESOLVED,available,LYB,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,LYV,2019-12-23,,2019-12-23→open,UNRESOLVED,available,LYV,2013-07-08,2025-12-31,2201,2201,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,M,1996-01-02,2020-04-06,1996-01-02→2020-04-06,UNRESOLVED,available,M,2013-07-08,2025-12-31,1922,1922,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MA,2008-07-18,,2008-07-18→open,UNRESOLVED,available,MA,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MAA,2016-12-02,,2016-12-02→open,UNRESOLVED,available,MAA,2013-07-08,2025-12-31,3317,3317,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MAC,2013-05-09,2019-12-23,2013-05-09→2019-12-23,UNRESOLVED,available,MAC,2013-07-08,2025-12-31,1817,1817,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MAR,1998-05-21,,1998-05-21→open,UNRESOLVED,available,MAR,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MAS,1996-01-02,,1996-01-02→open,UNRESOLVED,available,MAS,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MAT,1996-01-02,2019-06-07,1996-01-02→2019-06-07,UNRESOLVED,available,MAT,2013-07-08,2025-12-31,1618,1618,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MCD,1996-01-02,,1996-01-02→open,UNRESOLVED,available,MCD,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MCHP,2007-09-07,,2007-09-07→open,UNRESOLVED,available,MCHP,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MCK,1999-01-13,,1999-01-13→open,UNRESOLVED,available,MCK,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MCO,1996-01-02,,1996-01-02→open,UNRESOLVED,available,MCO,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MDLZ,2007-04-02,,2007-04-02→open,UNRESOLVED,available,MDLZ,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MDT,1996-01-02,,1996-01-02→open,UNRESOLVED,available,MDT,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MET,2000-12-11,,2000-12-11→open,UNRESOLVED,available,MET,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,META,2022-06-09,,2022-06-09→open,UNRESOLVED,available,META,2013-07-08,2025-12-31,1302,1302,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MGM,2017-07-26,,2017-07-26→open,UNRESOLVED,available,MGM,2013-07-08,2025-12-31,3081,3081,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MHK,2013-12-23,2025-12-22,2013-12-23→2025-12-22,UNRESOLVED,available,MHK,2013-07-08,2025-12-31,4008,4008,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MJN,2009-12-21,2017-06-15,2009-12-21→2017-06-15,UNRESOLVED,missing,MJN,,,0,896,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,MKC,2003-03-21,,2003-03-21→open,UNRESOLVED,available,MKC,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MKTX,2019-07-01,2025-09-22,2019-07-01→2025-09-22,UNRESOLVED,available,MKTX,2013-07-08,2025-12-31,2275,2275,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MLM,2014-07-02,,2014-07-02→open,UNRESOLVED,available,MLM,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MMC,1996-01-02,2026-01-14,1996-01-02→2026-01-14,UNRESOLVED,missing,MMC,,,0,4018,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,MMM,1996-01-02,,1996-01-02→open,UNRESOLVED,available,MMM,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MNK,2014-08-19,2017-07-26,2014-08-19→2017-07-26,UNRESOLVED,missing,MNK,,,0,937,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,MNST,2012-06-29,,2012-06-29→open,UNRESOLVED,available,MNST,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MO,1996-01-02,,1996-01-02→open,UNRESOLVED,available,MO,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MOH,2022-03-02,2026-03-23,2022-03-02→2026-03-23,UNRESOLVED,available,MOH,2013-07-08,2025-12-31,1401,1401,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MON,2002-08-14,2018-06-07,2002-08-14→2018-06-07,UNRESOLVED,missing,MON,,,0,1253,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,MOS,2011-09-26,,2011-09-26→open,UNRESOLVED,available,MOS,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MPC,2011-07-01,,2011-07-01→open,UNRESOLVED,available,MPC,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MPWR,2021-02-12,,2021-02-12→open,UNRESOLVED,available,MPWR,2013-07-08,2025-12-31,1784,1784,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MRK,1996-01-02,,1996-01-02→open,UNRESOLVED,available,MRK,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MRNA,2021-07-21,,2021-07-21→open,UNRESOLVED,available,MRNA,2018-12-07,2025-12-31,1625,1625,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MRO,1996-01-02,2024-11-26,1996-01-02→2024-11-26,UNRESOLVED,missing,MRO,,,0,3617,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,MS,1996-01-02,,1996-01-02→open,UNRESOLVED,available,MS,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MSCI,2018-04-04,,2018-04-04→open,UNRESOLVED,available,MSCI,2013-07-08,2025-12-31,2829,2829,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MSFT,1996-01-02,,1996-01-02→open,UNRESOLVED,available,MSFT,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MSI,1996-01-02,,1996-01-02→open,UNRESOLVED,available,MSI,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MTB,2004-02-27,,2004-02-27→open,UNRESOLVED,available,MTB,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MTCH,2021-09-20,2026-03-23,2021-09-20→2026-03-23,UNRESOLVED,available,MTCH,2013-07-08,2025-12-31,1564,1564,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MTD,2016-09-06,,2016-09-06→open,UNRESOLVED,available,MTD,2013-07-08,2025-12-31,3404,3404,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MU,1996-01-02,,1996-01-02→open,UNRESOLVED,available,MU,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MUR,2005-08-15,2017-07-26,2005-08-15→2017-07-26,UNRESOLVED,available,MUR,2013-07-08,2025-12-31,937,937,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,MWV,1996-01-02,2015-07-02,1996-01-02→2015-07-02,UNRESOLVED,missing,MWV,,,0,182,0.0000,not_applicable,D_unresolved_identity,low,false,false,No Security Master row and no local CSV under the PIT ticker.
,,MXIM,2018-12-03,2021-08-30,2018-12-03→2021-08-30,UNRESOLVED,missing,MXIM,,,0,1001,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,MYL,2004-04-23,2020-11-17,2004-04-23→2020-11-17,UNRESOLVED,missing,MYL,,,0,2147,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,NAVI,2014-05-01,2018-06-05,2014-05-01→2018-06-05,UNRESOLVED,available,NAVI,2014-04-17,2025-12-31,1251,1251,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NBL,2007-10-08,2020-10-12,2007-10-08→2020-10-12,UNRESOLVED,missing,NBL,,,0,2111,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,NBR,2000-10-18,2015-03-23,2000-10-18→2015-03-23,UNRESOLVED,available,NBR,2013-07-08,2025-12-31,81,81,1.0000,valid,D_unresolved_identity,low,false,true,Local prices cover the PIT membership interval in this window.
,,NCLH,2017-10-13,,2017-10-13→open,UNRESOLVED,available,NCLH,2013-07-08,2025-12-31,3002,3002,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NDAQ,2008-10-22,,2008-10-22→open,UNRESOLVED,available,NDAQ,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NDSN,2022-02-15,,2022-02-15→open,UNRESOLVED,available,NDSN,2013-07-08,2025-12-31,1416,1416,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NE,2011-01-18,2015-07-20,2011-01-18→2015-07-20,UNRESOLVED,missing,NE,2021-06-09,2025-12-31,0,200,0.0000,not_applicable,D_unresolved_identity,low,false,true,No valid prices overlapping the PIT membership interval.
,,NEE,1996-01-02,,1996-01-02→open,UNRESOLVED,available,NEE,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NEM,1996-01-02,,1996-01-02→open,UNRESOLVED,available,NEM,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NFLX,2010-12-20,,2010-12-20→open,UNRESOLVED,available,NFLX,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NFX,2010-12-20,2019-02-15,2010-12-20→2019-02-15,UNRESOLVED,missing,NFX,,,0,1506,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,NI,2000-11-02,,2000-11-02→open,UNRESOLVED,available,NI,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NKE,1996-01-02,,1996-01-02→open,UNRESOLVED,available,NKE,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NKTR,2018-03-19,2019-10-03,2018-03-19→2019-10-03,UNRESOLVED,available,NKTR,2013-07-08,2025-12-31,563,563,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NLOK,2019-11-05,2022-11-08,2019-11-05→2022-11-08,UNRESOLVED,missing,NLOK,,,0,1099,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,NLSN,2013-07-09,2022-10-12,2013-07-09→2022-10-12,UNRESOLVED,missing,NLSN,,,0,2841,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,NOC,1996-01-02,,1996-01-02→open,UNRESOLVED,available,NOC,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NOV,2005-03-14,2021-09-20,2005-03-14→2021-09-20,UNRESOLVED,available,NOV,2013-07-08,2025-12-31,2454,2454,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NOW,2019-11-21,,2019-11-21→open,UNRESOLVED,available,NOW,2013-07-08,2025-12-31,2233,2233,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NRG,2010-01-29,,2010-01-29→open,UNRESOLVED,available,NRG,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NSC,1996-01-02,,1996-01-02→open,UNRESOLVED,available,NSC,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NTAP,1999-06-25,,1999-06-25→open,UNRESOLVED,available,NTAP,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NTRS,1998-01-30,,1998-01-30→open,UNRESOLVED,available,NTRS,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NUE,1996-01-02,,1996-01-02→open,UNRESOLVED,available,NUE,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NVDA,2001-11-30,,2001-11-30→open,UNRESOLVED,available,NVDA,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NVR,2019-09-26,,2019-09-26→open,UNRESOLVED,available,NVR,2013-07-08,2025-12-31,2289,2289,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NWL,1996-01-02,2023-09-18,1996-01-02→2023-09-18,UNRESOLVED,available,NWL,2013-07-08,2025-12-31,3182,3182,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NWS,2015-09-21,,2015-09-21→open,UNRESOLVED,available,NWS,2013-07-08,2025-12-31,3755,3755,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NWSA,2013-07-01,,2013-07-01→open,UNRESOLVED,available,NWSA,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,NXPI,2021-03-22,,2021-03-22→open,UNRESOLVED,available,NXPI,2013-07-08,2025-12-31,1746,1746,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,O,2015-04-07,,2015-04-07→open,UNRESOLVED,available,O,2013-07-08,2025-12-31,3922,3922,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ODFL,2019-12-09,,2019-12-09→open,UNRESOLVED,available,ODFL,2013-07-08,2025-12-31,2215,2215,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,OGN,2021-06-04,2023-10-18,2021-06-04→2023-10-18,UNRESOLVED,available,OGN,2021-05-14,2025-12-31,866,866,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,OI,2009-01-02,2016-12-02,2009-01-02→2016-12-02,UNRESOLVED,available,OI,2013-07-08,2025-12-31,701,701,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,OKE,2010-03-15,,2010-03-15→open,UNRESOLVED,available,OKE,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,OMC,1997-12-24,,1997-12-24→open,UNRESOLVED,available,OMC,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ON,2022-06-21,,2022-06-21→open,UNRESOLVED,available,ON,2013-07-08,2025-12-31,1290,1290,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ORCL,1996-01-02,,1996-01-02→open,UNRESOLVED,available,ORCL,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,ORLY,2009-03-27,,2009-03-27→open,UNRESOLVED,available,ORLY,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,OTIS,2020-04-03,,2020-04-03→open,UNRESOLVED,available,OTIS,2020-03-19,2025-12-31,2099,2099,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,OXY,1996-01-02,,1996-01-02→open,UNRESOLVED,available,OXY,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,PANW,2023-06-20,,2023-06-20→open,UNRESOLVED,available,PANW,2013-07-08,2025-12-31,926,926,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,paramount-global,PARA,2022-02-17,2025-08-08,2022-02-17→2025-08-08,RESOLVED,unusable,PARA,2021-02-12,2025-12-31,0,1268,0.0000,unusable,H_identity_validation_failed,high,true,true,identity_mismatch
,,PAYC,2020-01-28,2026-03-23,2020-01-28→2026-03-23,UNRESOLVED,available,PAYC,2014-04-15,2025-12-31,2165,2165,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,PAYX,1998-10-01,,1998-10-01→open,UNRESOLVED,available,PAYX,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,PBCT,2008-11-13,2022-04-04,2008-11-13→2022-04-04,UNRESOLVED,missing,PBCT,,,0,2650,0.0000,not_applicable,D_unresolved_identity,low,true,false,No Security Master row and no local CSV under the PIT ticker.
,,PBI,1996-01-02,2017-03-01,1996-01-02→2017-03-01,UNRESOLVED,available,PBI,2013-07-08,2025-12-31,790,790,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,PCAR,1996-01-02,,1996-01-02→open,UNRESOLVED,available,PCAR,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,PCG,1996-01-02,,1996-01-02→2019-01-18; 2022-10-03→open,UNRESOLVED,available,PCG,2013-07-08,2025-12-31,4018,4018,1.0000,valid,D_unresolved_identity,low,true,true,Local prices cover the PIT membership interval in this window.
,,PCL,2002-01-17,2016-02-22,2002-01-17→2016-02-22,UNRESOLVED,missing,PCL,2025-08-05,2025-12-31,0,417,0.0000,not_applicable,D_unresolved_identity,low,true,true,No valid prices overlapping the PIT membership interval.
